count,source,city,state,zip code,latitude,longitude,circulation,scope
1364,YAHOO!News,no data,no data,no data,,,no data,National
1069,New York Post,New York County,New York,10009,40.7229412,-73.9829274,528321,National
1016,Fox News,Grapevine,Texas,75261,32.8977936,-97.0358114,no data,National
818,chicago.suntimes.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
758,Yahoo,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,National
725,New York Daily News,New York County,New York,10035,40.74975355,-73.97321263,no data,Regional
630,al.com,Montgomery,Alabama,36104,32.381058,-86.3101937,no data,Regional
601,Chicago Tribune,Chicago,Illinois,60611,41.8905633,-87.6233644,243362,Regional
564,nypost.com,San Francisco,California,94110,37.7506,-122.4121,no data,National
555,CBS News,Kent,Washington,98032,47.38815415,-122.2468448,no data,National
539,Yahoo! Sports,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,National
530,SFGate,no data,no data,no data,37.7790262,-122.419906,no data,Regional
419,Washington Post,no data,no data,no data,38.8950368,-77.0365427,141135,National
370,ABC,Washington,District of Columbia,20068,38.9072,-77.0369,no data,National
342,Houston Chronicle,Houston,Texas,77413,29.7860299,-95.6831057,140164,Regional
329,Associated Press,New York County,New York,10111,40.7595303,-73.97865512,no data,National
329,abcnews.go.com,no data,Kansas,no data,38.9030073,-100.5073968,no data,National
305,Chicago Sun-Times,Chicago,Illinois,60654,41.8881455,-87.6376997,74793,Regional
298,New York Times,Romulus,Michigan,48174,42.2063947,-83.3592974,338761,National
296,NBC News,Universal City,California,91608,34.1429637,-118.360565,no data,National
287,YAHOO!,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,National
278,foxnews.com,Chicago,Illinois,60602,41.8874,-87.6318,no data,National
273,cleveland.com,Cleveland,Ohio,no data,41.4996574,-81.6936772,no data,Regional
257,msn.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
245,mlive.com,Lansing,Michigan,48933,42.7331059,-84.5525504,no data,Regional
244,nbcnews.com,Portland,Oregon,97207,45.5235,-122.676,no data,National
244,washingtonpost.com,Ashburn,Virginia,20149,39.0469,-77.4903,no data,National
242,ABC News,Portland,Oregon,97207,45.5235,-122.676,no data,National
233,washingtonexaminer.com,no data,no data,no data,,,no data,National
230,wral.com,Raleigh,North Carolina,27695,35.77972095,-78.67465548,no data,Regional
225,reviewjournal.com,San Francisco,California,94110,37.7506,-122.4121,no data,National
223,Patch,no data,no data,no data,38.5440983,-90.2597136,no data,National
223,dallasnews.com,Dallas,Texas,no data,32.7762719,-96.7968559,no data,Regional
220,Washington Times,Ward 5,District of Columbia,20002,38.91699315,-76.95503095,no data,National
219,CBS Boston / WBZ,Kent,Washington,98032,47.38815415,-122.2468448,no data,Local
219,CNN,San Francisco,California,94107,37.7618,-122.399,no data,National
201,Los Angeles Times,El Segundo,California,90245,33.93043085,-118.3823933,494238,Regional
201,NBCNews.com,Portland,Oregon,97207,45.5235,-122.676,no data,National
192,wreg.com,Shelby County,Tennessee,38133,35.1812001,-89.8323078,no data,Local
191,The Baltimore Sun,Port Covington,Maryland,21230,39.26502845,-76.61024405,23586,Regional
191,pilotonline.com,no data,no data,no data,37.1232245,-78.4927721,no data,Regional
189,arkansasonline.com,no data,no data,no data,35.2048883,-92.4479108,no data,Regional
188,nydailynews.com,no data,no data,no data,40.7127281,-74.0060152,no data,Regional
185,USA Today,Stratham,New Hampshire,3885,43.0270451,-70.8930196,174809,National
184,twincities.com,Minneapolis,Minnesota,no data,44.9772995,-93.2654692,no data,Regional
178,The Arizona Republic,Phoenix,Arizona,85027,33.691811,-112.102286,no data,Regional
177,abc13.com,Houston,Texas,no data,29.7589382,-95.3676974,no data,Local
175,KTLA,Los Angeles,California,no data,34.0536909,-118.242766,no data,Local
173,wtkr.com,Shoulders Hill,Virginia,23434,36.8161204,-76.465367,no data,Local
170,fox6now.com,Chicago,Illinois,60602,41.8874,-87.6318,no data,National
169,Washington Examiner,Colville,Washington,no data,48.5431717,-117.9062373,no data,National
168,People,Columbia,Missouri,65201,38.9510573,-92.3287497,2574067,National
166,Dallas Morning News,Dallas,Texas,75226,32.7807779,-96.794358,154695,Regional
162,nj.com,Wayne,New Jersey,7470,40.9277371,-74.2704476,no data,Regional
162,people.com,Columbia,Missouri,65201,38.9510573,-92.3287497,no data,National
157,latimes.com,Pasadena,California,91109,34.167671,-118.1848714,no data,Regional
156,The Boston Globe,Boston,Massachusetts,no data,42.3150855,-71.04959296,no data,Regional
154,Mercury News,no data,no data,no data,36.7014631,-118.755997,no data,Regional
153,NJ.com,Wayne,New Jersey,7470,40.9277371,-74.2704476,no data,Regional
147,wtvr.com,Scott's Addition,Virginia,23230,37.56662665,-77.47598197,no data,Local
146,The Hill,Ward 6,District of Columbia,20003,38.8890009,-77.0002537,no data,National
144,San Francisco Chronicle,Richmond District,California,94121,37.7802562,-122.4779935,227242,Regional
139,Atlanta Journal-Constitution,Atlanta,Georgia,30303,33.7565295,-84.39288108,96470,Regional
138,fox5sandiego.com,San Diego,California,no data,32.7174202,-117.1627728,no data,Regional
137,The Denver Post,Denver,Colorado,no data,39.7392364,-104.984862,no data,Regional
133,bostonglobe.com,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,Regional
131,houstonchronicle.com,Houston,Texas,no data,29.7589382,-95.3676974,no data,Regional
128,USA TODAY,Stratham,New Hampshire,3885,43.0270451,-70.8930196,no data,National
127,Minneapolis Star Tribune,Minneapolis,Minnesota,55488,44.9756129,-93.268257,no data,Regional
127,StarTribune,Minneapolis,Minnesota,55407,44.9195537,-93.2523129,no data,Regional
127,YAHOO!Finance,no data,no data,no data,,,no data,National
126,myfox8.com,Greensboro,North Carolina,no data,36.0726355,-79.7919754,no data,Regional
123,NOLA.com,New Orleans,Louisiana,no data,29.9759983,-90.0782127,no data,Regional
122,chicagotribune.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
121,WLS-TV,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Local
118,Detroit News,Romulus,Michigan,48174,42.2281946,-83.3466572,no data,Regional
117,wyff4.com,San Francisco,California,94107,37.721,-122.391,no data,Local
116,CBS Local,Kent,Washington,98032,47.38815415,-122.2468448,no data,National
114,CNN on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
111,fox4kc.com,Kansas City,Missouri,no data,39.100105,-94.5781416,no data,Regional
106,mercurynews.com,San Francisco,California,94110,37.7506,-122.4121,no data,Regional
106,nola.com,New Orleans,Louisiana,no data,29.9759983,-90.0782127,no data,Regional
105,MLive,Lansing,Michigan,48933,42.7331059,-84.5525504,no data,Regional
105,ksl.com,Salt Lake City,Utah,84122,40.785421,-111.9900619,no data,Regional
103,International Business Times,Pharr,Texas,78557,26.1094696,-98.2088851,no data,National
100,dailyherald.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
97,heavy.com,no data,Montana,no data,48.6769183,-113.6940018,no data,National
96,Detroit Free Press,Detroit,Michigan,48226,42.33009465,-83.0507656,48098,Regional
96,tampabay.com,Tampa,Florida,no data,27.9477595,-82.458444,no data,Regional
95,Cleveland.com,Cleveland,Ohio,no data,41.4996574,-81.6936772,no data,Regional
94,fox2now.com,no data,Missouri,no data,38.6280278,-90.1910154,no data,Regional
93,NPR,Ward 6,District of Columbia,20426,38.904297,-77.00839977,no data,National
92,Yahoo News,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,National
90,Baltimore Sun,Ward 2,District of Columbia,20004,38.8975256,-77.0306688,no data,Regional
88,Indianapolis Star,Indianapolis,Indiana,no data,39.7683331,-86.1583502,31265,Regional
88,columbian.com,Portland,Oregon,no data,45.5202471,-122.674194,no data,Regional
88,fox13now.com,Washington,District of Columbia,20068,38.9072,-77.0369,no data,Regional
88,sfgate.com,no data,no data,no data,37.7790262,-122.419906,no data,Regional
87,AOL,Portland,Oregon,97207,45.5235,-122.676,no data,National
87,Orlando Sentinel,Orlando,Florida,no data,28.5421109,-81.3790304,71061,Regional
83,WGN-TV,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Local
80,MSN,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
80,sfchronicle.com,no data,no data,no data,37.7790262,-122.419906,no data,Regional
79,eastbaytimes.com,San Francisco,California,94110,37.7506,-122.4121,no data,Regional
78,Forbes,Forbes,North Dakota,no data,45.9435847,-98.7820478,523827,National
78,ktla.com,San Francisco,California,94107,37.721,-122.391,no data,Local
78,yahoo.com,Wayne,New Jersey,7470,40.9424579,-74.2338476,no data,National
77,KTRK-TV,Houston,Texas,no data,29.7589382,-95.3676974,no data,Local
76,bostonherald.com,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,Regional
76,chron.com,Houston,Texas,no data,29.7589382,-95.3676974,no data,Regional
75,Atlanta Journal Constitution,Atlanta,Georgia,30303,33.7565295,-84.39288108,no data,Regional
75,KABC-TV,Los Angeles,California,no data,34.0536909,-118.242766,no data,Local
75,Sports Illustrated,Sports,Texas,no data,30.87287,-95.0815144,1231277,no data
75,Wall Street Journal,South Brunswick,New Jersey,8528,40.3707327,-74.58754112,610970,National
73,Bleacher Report,Springdale,South Carolina,29170,33.94997885,-81.15925047,no data,National
72,NBC New York,New York County,New York,10019,40.7593542,-73.9801173,no data,Regional
72,denverpost.com,no data,no data,no data,39.7392364,-104.984862,no data,Regional
72,pressherald.com,San Francisco,California,94110,37.7506,-122.4121,no data,Regional
69,San Diego Union-Tribune,San Diego,California,92108,32.763975,-117.1654141,no data,Regional
69,startribune.com,Minneapolis,Minnesota,55407,44.9195537,-93.2523129,no data,Regional
68,WRAL,Raleigh,North Carolina,27695,35.77972095,-78.67465548,no data,Local
68,fox59.com,Indianapolis,Indiana,no data,39.7683331,-86.1583502,no data,Regional
67,AL.com,Montgomery,Alabama,36104,32.381058,-86.3101937,no data,Regional
67,BuzzFeed News,San Francisco,California,94107,37.721,-122.391,no data,National
67,spokesman.com,Spokane,Washington,no data,47.6571934,-117.42351,no data,Regional
67,wtae.com,Baldwin,Pennsylvania,15207,40.3972915,-79.9617183,no data,Local
66,newsday.com,Town of Huntington,New York,11747,40.77439945,-73.40907958,no data,Regional
66,thehill.com,San Francisco,California,94107,37.721,-122.391,no data,National
65,wbrz.com,Baton Rouge,Louisiana,70802,30.43260795,-91.18506224,no data,Local
65,whnt.com,Huntsville,Alabama,35801,34.7387021,-86.5322128,no data,Local
64,Las Vegas Review-Journal,Las Vegas,Nevada,no data,36.1761198,-115.1569554,86398,Regional
64,USA TODAY on MSN.com,no data,no data,no data,39.7837304,-100.445882,no data,National
64,q13fox.com,Seattle,Washington,no data,47.6038321,-122.330062,no data,Local
64,wxyz.com,Detroit,Michigan,no data,42.3315509,-83.0466403,no data,Local
63,East Bay Times,no data,no data,no data,37.7790262,-122.419906,no data,Regional
63,WSB-TV,Atlanta,Georgia,no data,33.7489924,-84.3902644,no data,Local
61,Milwaukee Journal Sentinel,Milwaukee,Wisconsin,53201,43.0433847,-87.907761,40285,Regional
61,UPI.com,no data,no data,no data,,,no data,National
60,Fox News,Grapevine,Texas,75261,32.8977936,-97.0358114,no data,National
60,news.yahoo.com,Sunnyvale,California,no data,37.4181243,-122.0253802,no data,National
59,ABC News on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
59,Columbus Dispatch,Columbus,Ohio,43216,39.9628571,-82.99892869,34424,Regional
59,Fox 59,Indianapolis,Indiana,no data,39.7683331,-86.1583502,no data,Local
59,thedailybeast.com,no data,no data,no data,,,no data,National
58,11alive.com,Atlanta,Georgia,no data,33.7489924,-84.3902644,no data,Local
57,Boston.com,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,Regional
57,Tampa Bay Times,Tampa,Florida,33602,27.95208895,-82.46234035,159331,Regional
57,The Daily Beast,no data,no data,no data,,,no data,National
57,WTOP,Montgomery County,no data,20902,39.04206445,-77.0459393,no data,Local
57,stltoday.com,no data,no data,no data,38.6280278,-90.1910154,no data,Regional
55,Boston Herald,Boston,Massachusetts,2111,42.3466635,-71.064767,no data,Regional
55,fox40.com,Sacramento,California,95820,38.52544255,-121.4514594,no data,Regional
54,wbur.org,Newton,Massachusetts,2464,42.307699,-71.2235901,no data,Local
53,Chicago Tribune on MSN.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
53,Des Moines Register,Des Moines,Iowa,50309,41.58683135,-93.62723463,26862,Local
53,KSAT San Antonio,San Antonio,Texas,78216,29.5334021,-98.46921443,no data,Local
53,MLive.com,Lansing,Michigan,48933,42.7331059,-84.5525504,no data,Regional
53,My San Antonio,San Antonio,Texas,no data,29.4246002,-98.4951405,no data,Regional
53,Oregonian,Portland,Oregon,97201,45.5118314,-122.6763392,no data,Regional
53,khou.com,Houston,Texas,77061,29.64714905,-95.27693031,no data,Local
52,6abc.com,Pencoyd,Pennsylvania,19127,40.0054824,-75.21436139,no data,National
52,Business Insider,State College,Pennsylvania,16802,40.80372115,-77.86540862,no data,National
52,Hartford Courant,Parkville,Connecticut,6105,41.7649935,-72.6869163,40066,Regional
52,forbes.com,Forbes,North Dakota,no data,45.9435847,-98.7820478,no data,National
52,witn.com,Greenville,North Carolina,27858,35.58827755,-77.3732667,no data,Local
51,Axios,Washington,District of Columbia,20068,38.9072,-77.0369,no data,National
51,People on MSN.com,Columbia,Missouri,65201,38.9510573,-92.3287497,no data,National
51,WABC-TV,no data,City of New York,no data,40.7127281,-74.0060152,no data,Local
51,aljazeera.com,no data,no data,no data,,,no data,National
51,ktar.com,Phoenix,Arizona,85013,33.51412645,-112.0740643,no data,Local
50,STLtoday.com,no data,Saint Louis,no data,38.6280278,-90.1910154,no data,Regional
50,Tennessean,Knox County,Tennessee,37916,35.9623488,-83.92315897,20128,Regional
49,Charlotte Observer,Charlotte,North Carolina,no data,35.2272086,-80.8430827,44276,Regional
49,Reuters,Eagan,Minnesota,55123,44.8254,-93.1134,no data,National
49,WSB Atlanta,Atlanta,Georgia,30309,33.79810585,-84.3861512,no data,Local
49,baltimoresun.com,no data,Baltimore,no data,39.2908816,-76.610759,no data,Regional
49,ketv.com,San Francisco,California,94107,37.721,-122.391,no data,Local
49,newson6.com,no data,no data,no data,34.9550817,-97.2684063,no data,Local
49,perezhilton.com,no data,no data,no data,,,no data,National
49,wgntv.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Local
48,sacramento.cbslocal.com,Sacramento,California,no data,38.5810606,-121.493895,no data,Regional
47,TIME,Time,Illinois,no data,39.5611535,-90.72341263,no data,National
47,kwch.com,Seattle,Washington,98109,47.6222,-122.337,no data,Local
47,vindy.com,no data,no data,no data,40.2253569,-82.6881395,no data,Regional
46,NBC 10 Philadelphia,Universal City,California,91608,34.1429637,-118.360565,no data,Regional
46,nbcchicago.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
46,nytimes.com,San Francisco,California,94107,37.721,-122.391,no data,National
45,Arkansas Online,Rogers,Arkansas,72756,36.3325351,-94.12605064,no data,Regional
45,FOX31 Denver,no data,Denver,no data,39.7392364,-104.984862,no data,Local
45,KSL.com,Salt Lake City,Utah,84122,40.785421,-111.9900619,no data,Regional
45,St. Louis Post-Dispatch,Downtown West,Missouri,63103,38.6347523,-90.19520974,104199,Local
45,dailycaller.com,no data,no data,no data,,,no data,National
44,Philly.com,Manayunk,Pennsylvania,19127,40.0224359,-75.2184184,no data,Regional
44,The Inquisitr,no data,no data,no data,,,no data,National
44,courant.com,no data,Capitol Planning Region,no data,41.764582,-72.6908547,no data,Regional
44,fox8.com,Cleveland,Ohio,no data,41.4996574,-81.6936772,no data,Local
44,kvoa.com,Bigelow Trail #520,Arizona,85619,32.4154987,-110.714052,no data,Local
43,KY3,Seattle,Washington,98109,47.6222,-122.337,no data,Local
43,abc7news.com,no data,San Francisco,no data,37.7790262,-122.419906,no data,Regional
43,kadn.com,Newark,New Jersey,7175,40.7357,-74.1724,no data,Local
42,Complex,Complex,North Carolina,no data,35.5781938,-80.0664362,no data,National
42,Local 10,Miami,Florida,no data,25.7741728,-80.19362,no data,Local
42,The Advocate,West Chicago Township,Illinois,60612,41.8810409,-87.67113847,no data,National
42,Times Union,Town of Colonie,New York,12211,42.72777755,-73.79319495,63126,Regional
42,WPXI Pittsburgh,Pittsburgh,Pennsylvania,15214,40.4954592,-80.01032689,no data,Local
42,pix11.com,no data,City of New York,no data,40.7127281,-74.0060152,no data,Local
41,Newsweek on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
41,Sun Sentinel,no data,no data,no data,27.7567667,-81.4639835,no data,Regional
41,The Independent on MSN.com,Independent,Louisiana,70560,30.0324251,-91.8506734,no data,National
40,9news.com,no data,Denver,no data,39.7392364,-104.984862,no data,Local
40,CBS Los Angeles,Los Angeles,California,91604,34.1444431,-118.3906471,no data,Regional
40,Courier-Journal,Louisville,Kentucky,no data,38.2542376,-85.759407,27863,Regional
40,First Coast News,Jacksonville,Florida,32202,30.32375095,-81.64298183,no data,no data
40,WHIO,Dayton,Ohio,no data,39.7589478,-84.1916069,no data,Local
40,ksby.com,no data,no data,no data,36.7014631,-118.755997,no data,Local
40,pe.com,no data,no data,no data,36.7014631,-118.755997,no data,Regional
39,ABC 7 Chicago,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Local
39,Arkansas Democrat-Gazette,Fayetteville,Arkansas,72701,36.06514725,-94.15912103,no data,Local
39,FOX6 Milwaukee,Milwaukee,Wisconsin,no data,43.0349931,-87.922497,no data,Local
39,New York's PIX11 / WPIX-TV,New,Kentucky,no data,38.4278468,-84.8105037,no data,Local
39,PennLive.com,no data,no data,no data,40.9699889,-77.7278831,no data,Local
39,The Mercury News,San Jose,California,95112,37.3491132,-121.8942604,95931,Regional
39,WSOC Charlotte,Charlotte,North Carolina,28206,35.24366745,-80.82502451,no data,Local
39,complex.com,Irvine,California,92614,33.69568105,-117.8475633,no data,National
39,tmz.com,Seattle,Washington,98101,47.6157,-122.336,no data,National
39,whsv.com,North Main Street,Virginia,22802,38.44983945,-78.86801505,no data,Local
39,wkyc.com,Cleveland,Ohio,44114,41.5084005,-81.6878916,no data,Local
38,Associated Press News,Ashwaubenon,Wisconsin,54304,44.4862252,-88.0667742,no data,National
38,CBSSports.com,San Francisco,California,94107,37.721,-122.391,no data,no data
38,IMDb,Ashburn,Virginia,20149,39.0438,-77.4874,no data,National
38,KCCI Des Moines,Des Moines,Iowa,50309,41.59298605,-93.63001655,no data,Local
37,Huffington Post,no data,Colorado,no data,38.5251725,-108.5636202,no data,National
37,NBC Chicago,Chicago,Illinois,60611,41.88989375,-87.62103035,no data,Regional
37,StamfordAdvocate,no data,no data,no data,41.0534302,-73.5387341,no data,Local
37,The Hill on MSN.com,no data,Texas,no data,31.9595085,-97.0881654,no data,National
37,Voice of America,Marathon,Florida,no data,24.6999645,-81.08812941,no data,National
37,WFTV Orlando,Lake Pickett Road,Florida,32709,28.6024986,-81.0933956,no data,Local
37,WJXT Jacksonville,Jacksonville,Florida,32216,30.2734847,-81.5535757,no data,Local
37,WYFF4,no data,no data,no data,,,no data,no data
37,kfor.com,Oklahoma City,Oklahoma,73013,35.56406315,-97.50727251,no data,Local
37,wpxi.com,Pittsburgh,Pennsylvania,15214,40.4954592,-80.01032689,no data,Local
36,NorthJersey.com,no data,no data,no data,40.0757384,-74.4041622,no data,Regional
36,WBTV,Charlotte,North Carolina,no data,35.2272086,-80.8430827,no data,Local
36,WHDH,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,Local
36,WISN 12 NEWS,Milwaukee,Wisconsin,53209,43.1117315,-87.9284538,no data,Local
36,kcci.com,Des Moines,Iowa,50309,41.59298605,-93.63001655,no data,Local
36,wfaa.com,Cedar Hill,Texas,no data,32.5851329,-96.9783834,no data,Local
36,whdh.com,Boston,Massachusetts,no data,42.3554334,-71.060511,no data,Local
35,FOX59 News,no data,no data,no data,,,no data,no data
35,KMOV,no data,Saint Louis,no data,38.6280278,-90.1910154,no data,Local
35,Tulsa World,Tulsa,Oklahoma,74103,36.1526584,-95.9913936,34760,Regional
35,TwinCities.com-Pioneer Press,no data,no data,no data,,,no data,Regional
35,tapinto.net,no data,no data,no data,,,no data,no data
34,Click2Houston,Houston,Texas,no data,29.7589382,-95.3676974,no data,Local
34,KMOV.com,no data,Saint Louis,no data,38.6280278,-90.1910154,no data,Local
34,Salon,Washington,District of Columbia,20068,38.9072,-77.0369,no data,National
34,Tampabay.com,Tampa,Florida,no data,27.9477595,-82.458444,no data,Local
34,WAPT,Jackson,Mississippi,no data,32.2998686,-90.1830408,no data,Local
34,WCVB Boston,Needham,Massachusetts,2464,42.3103337,-71.2366333,no data,Local
34,WDRB,Louisville,Kentucky,no data,38.2542376,-85.759407,no data,Local
34,WGAL,no data,Pennsylvania,no data,40.08067,-76.2411283,no data,Local
34,WREG,Shelby County,Tennessee,38133,35.1812001,-89.8323078,no data,Local
34,WTAE-TV,Pittsburgh,Pennsylvania,no data,40.4416941,-79.9900861,no data,Local
34,fox17online.com,no data,no data,no data,43.6211955,-84.6824346,no data,Local
34,kbtx.com,County Road 183,Texas,77830,30.5545954,-96.0312851,no data,Local
34,lcsun-news.com,Las Cruces,New Mexico,no data,32.3140354,-106.779807,no data,Local
34,nymag.com,San Francisco,California,94107,37.721,-122.391,no data,National
34,wbal.com,Park Heights,Maryland,21211,39.33494255,-76.65055329,no data,Local
33,Cincinnati Enquirer,Cincinnati,Ohio,45202,39.0985572,-84.51520816,28195,Local
33,FOX40,Sacramento,California,95820,38.52544255,-121.4514594,no data,Regional
33,KHOU 11,Houston,Texas,77061,29.64714905,-95.27693031,no data,no data
33,KTVZ,Bend,Oregon,no data,44.0581728,-121.3153096,no data,Local
33,TheBlaze.com,San Francisco,California,94107,37.721,-122.391,no data,National
33,wvnews.com,no data,no data,no data,38.4758406,-80.8408415,no data,Regional
32,5newsonline.com,Portland,Oregon,97207,45.5235,-122.676,no data,Local
32,ABC15 Arizona,no data,no data,no data,34.395342,-111.763275,no data,Local
32,ESPN,Bay Lake,Florida,34757,28.3376729,-81.5575225,no data,no data
32,Milwaukee Journal Sentinel on MSN.com,Milwaukee,Wisconsin,no data,43.0349931,-87.922497,no data,Local
32,News4Jax,Ashburn,Virginia,20149,39.0469,-77.4903,no data,no data
32,Reuters on MSN.com,Madison,Wisconsin,53704,43.1420815,-89.33774534,no data,National
32,Sacramento Bee,Sacramento,California,95811,38.56770025,-121.4810261,63128,Local
32,The Seattle Times,Seattle,Washington,98109,47.6191101,-122.3365314,no data,Regional
32,WLWT,Cincinnati,Ohio,45202,39.1014537,-84.5124602,no data,no data
32,WTKR.com,no data,Norfolk,no data,36.8448348,-76.2863999,no data,Local
32,WTVD-TV,Transmitter Road,North Carolina,no data,35.66821,-78.5325037,no data,Local
32,buzzfeednews.com,no data,no data,no data,,,no data,National
32,nbclosangeles.com,Los Angeles,California,no data,34.0536909,-118.242766,no data,Regional
31,Chattanooga Times Free Press,Hamilton County,Tennessee,37403,35.04152425,-85.30569699,32107,Regional
31,KETV Omaha,Omaha,Nebraska,68012,41.2500353,-95.92860492,no data,Regional
31,KGO-TV,no data,San Francisco,no data,37.7790262,-122.419906,no data,Local
31,KWCH,Seattle,Washington,98109,47.6222,-122.337,no data,no data
31,Kansas City Star,Whiskey Lane,Colorado,no data,37.7694454,-106.9742133,59542,Local
31,The Washington Post on MSN.com,no data,Washington,no data,38.8950368,-77.0365427,no data,National
31,WKYT,Lexington,Kentucky,40509,38.039596,-84.4029021,no data,no data
31,wilx.com,Lansing,Michigan,48842,42.66211355,-84.54890149,no data,Local
30,Deadline.com,Campbell,Texas,75422,33.1549215,-95.9537506,no data,National
30,Fox 2 Detroit,Southfield,Michigan,no data,42.46153525,-83.21333388,no data,Local
30,Fox Carolina,Low Country Trail,South Carolina,no data,33.5245551,-79.0884497,no data,no data
30,Heavy.com,no data,Montana,no data,48.6769183,-113.6940018,no data,National
30,HuffPost,Ashburn,Virginia,20149,39.0438,-77.4874,no data,National
30,KMBC,Kansas City,Missouri,64126,39.0841488,-94.5158425,no data,no data
30,NBC News on MSN.com,Universal City,California,91608,34.1429637,-118.360565,no data,National
30,OregonLive.com,Portland,Oregon,97201,45.5118314,-122.6763392,no data,Regional
30,Rolling Stone,Covington Township,Pennsylvania,16834,41.055891,-78.1536211,413126,National
30,WKRG News 5,Austin Lane,Alabama,no data,30.6821348,-87.8280479,no data,no data
30,denver.cbslocal.com,no data,Denver,no data,39.7392364,-104.984862,no data,Regional
30,nwitimes.com,Indianapolis,Indiana,no data,39.7683331,-86.1583502,no data,Local
30,richmond.com,no data,Richmond,no data,37.5385087,-77.43428,no data,Regional
30,wmur.com,Manchester,New Hampshire,3101,42.9850118,-71.46638131,no data,Local
29,Fort Worth Star Telegram,Fort Worth,Texas,76102,32.75191685,-97.3328357,no data,Local
29,KPRC Houston,Houston,Texas,77028,29.8049662,-95.2780465,no data,Local
29,NBC4 Washington,Delta Road,Virginia,20102,38.9455065,-77.4504127,no data,Regional
29,News Channel 5 Nashville,Keaton Beach,Florida,no data,29.81565,-83.6107453,no data,no data
29,News on 6,Tulsa,Oklahoma,no data,36.1563122,-95.9927516,no data,Regional
29,RT,no data,no data,no data,,,no data,National
29,Virginian-Pilot,Essex Meadows,Virginia,23320,36.75261915,-76.24629505,70898,Regional
29,abc7NY,no data,City of New York,no data,40.7127281,-74.0060152,no data,Local
29,baltimore.cbslocal.com,no data,Baltimore,no data,39.2908816,-76.610759,no data,Regional
29,dailydot.com,Austin,Texas,78701,30.2682,-97.7462,no data,National
29,heraldcourier.com,no data,Massachusetts,no data,41.7425538,-71.0856545,no data,Regional
29,ksat.com,San Antonio,Texas,78216,29.5334021,-98.46921443,no data,Local
29,npr.org,Ward 6,District of Columbia,20426,38.904297,-77.00839977,no data,National
28,Connecticut Post,Milford,Connecticut,6460,41.23585025,-73.03577208,18367,Local
28,KTUU.com,Communications Avenue,Alaska,99599,61.18519995,-149.8739363,no data,no data
28,MarketWatch,Washington,District of Columbia,20068,38.9072,-77.0369,no data,National
28,NBC Bay Area,San Jose,California,95131,37.3818331,-121.923518,no data,Regional
28,NECN,Ashburn,Virginia,20149,39.0469,-77.4903,no data,no data
28,The Detroit News,Detroit,Michigan,48226,42.32813955,-83.05420479,23175,Regional
28,WBRZ,Baton Rouge,Louisiana,70802,30.43260795,-91.18506224,no data,Local
28,WXII12,San Francisco,California,94107,37.721,-122.391,no data,Local
28,albanyherald.com,City of Albany,New York,no data,42.6511674,-73.754968,no data,Regional
28,cbsnews.com,no data,no data,no data,,,no data,National
28,journalstar.com,no data,no data,no data,41.7370229,-99.5873816,no data,Regional
27,AZFamily,Seattle,Washington,98109,47.6222,-122.337,no data,no data
27,Austin American-Statesman,Austin,Texas,78704,30.2586511,-97.74476335,23829,Regional
27,CBS Atlanta,Kent,Washington,98032,47.38815415,-122.2468448,no data,no data
27,NBC 6 South Florida,Universal City,California,91608,34.1429637,-118.360565,no data,Regional
27,NBC DFW,Dallas,Texas,no data,32.7762719,-96.7968559,no data,Local
27,New Haven Register,no data,no data,no data,41.6500201,-72.7342163,18721,Local
27,Orange County Register,Newport Beach,California,92662,33.6059146,-117.8898772,116726,Regional
27,Patch on MSN.com,no data,Saint Louis,no data,38.5440983,-90.2597136,no data,National
27,Politico,Ashburn,Virginia,20149,39.0438,-77.4874,no data,National
27,WCTV,Thomasville,Georgia,31792,30.8365815,-83.9787808,no data,no data
27,WJLA,Chesapeake Street Northwest,District of Columbia,20016,38.9504218,-77.0794204,no data,Local
27,WYFF Greenville,Greenville,South Carolina,29609,34.8661286,-82.40569242,no data,Local
27,chicago.cbslocal.com,Chicago,Illinois,no data,41.8755616,-87.6244212,no data,Regional
